review_body,is_positive_sentiment
"Fabulous story!<br /><br />I binge watched this season & was thrilled at how great the story was. I'm not a lover of rap, but this story is so much more than about rap.  It is about relationships- complicated, real interactions between the characters!  It's worth the time & the price.",1
Early Cho.  Love her imitations of her mom and the Korean culture.  She only gets better as years go on in her comedy career.,0
The animation was good.,0
"Like too many of the French films selected by Amazon for streaming, this one has a very obvious plot with a lot of gratuitous twists.<br />Predictable and only useful as a way to brush up on listening to spoken French",0
Great acting.,1
This movie is just absolutely horrible. I am pretty much down to watch any movie until the end but we literally could not finish it.,0
I was so impressed with the work done with all of these dogs.  I watched it after hearing an interview with the trainer of the lead dog(s).  Very hard to watch at times and what a horrible situation but quite an education.,1
A beautifuly done film.  Uncomfortable but tragic.,1
Way better the 2nd time through.,1
thenhetnhtetht,1
"DO NOT BE DECEIVED. THIS IS NOT AN ACTION MOVIE. 90% of the film consisted of an expressionless Ryan Gosling gazing at....stuff. As for his other scenes, I envision a scenario in which the director instructed Gosling to express the absolute least amount of emotion possible in every single scene. It appears to be a film meant to impress people who make films rather than for people who enjoy them. Watching this film was PAINFULLY, PAINFULLY BORING. That this film is boring cannot be emphasized enough.",0
pure bull crap.,0
Not good! Pilot needs to be captivating from the get go and build on it. Instead boring story of a disfunctional family no one cares about with a little bit of action,0
"Am I gay now? I watched this movie and I'm gay now, ha ha all jokes aside this was a good movie, had to watch it for a psych class.",1
Very depressing,0
This is beautiful and depressing at the same time. Courtney Love is responsible for the death of 69 people (there are 68 who replicated a suicide type of Cobain death). The media has misconstrued the facts surrounding the death of Kurt thanks to the VERY poor work done by the Seattle Police Department. This is a MUST WATCH for all.,1
"Great movie. Unique, realistic, and artsy at the same time.",1
"Like most, I am extremely disappointed. I guess i dont understand how we have such a great actress, a phenomenal writer, and a crappy movie. I have to admit that this isn't my favorite of GF's books but I still enjoyed the mind twist. I think that maybe because i knew what to expect, i was extremely let down at the final outcome. I wouldn't recommend it because as usual the book is better and the movie isn't worth it.",0
I  like romance comedies but this one was soooooo cheasy even for my taste.,0
Very touching and inspiring. A testament to the value of every life.,1
"When you read the description of this movie you see a strong woman who knows her way around the logging industry, who just happens to marry a guy that has a troubling past. You make the mistake of filling in the blanks here. You think: A. they are going to struggle and work this out, or B. they will get a divorce but she still survives and thrives.... Well, you would be wrong.<br />  I am not going to give away the ending... I am just going to say there is NO redemption in this movie. It ends tragically... If you want a tail of strength and redemption this is not the one to watch... I was really disappointed.",0
I need more!!,1
"Good acting by the always entertaining Hillary Swank, but the story line was unashamedly pandering to the &#34;cause celebre&#34; of Malaria in Africa.",0
fantastic series,1
"Here's another &#34;oldie-goldie&#34; that leaves you lingering in thought of those character traits that inspire rather than discourage.  People of noble-character demonstrating: civility even in rebellion, dignity vs uncouth, selfless love despite loss, and generosity over personal gain to help foreigners attain better lives.  These types of movies promote the best in humans .... something to aspire to.  It left you pondering the good in people.  I liked it",1
