Text,Type
Cisco Router,SKILLS
Cisco Switch,SKILLS
 Switching,SKILLS
Firewalls,SKILLS
Firewall principles,SKILLS
Remote Access,SKILLS
ACESE RIM,SKILLS
MICROSOFT Certified,SKILLS
ADVANCED MS OFFICE,SKILLS
"ADOBE PHOTOSHOP, READER",SKILLS
 FAMILIAR WITH ALL SORTS OF WINDOW SETS AND WEB BROWSERS,SKILLS
COMPLETE KNOWLEDGE OF MICROSOFT EXCHANGE SERVER 2012,SKILLS
CAN DEVELOP WEBSITES BASED ON HTML,SKILLS
BASIC KNOWLEDGE OF ANDROID AND MAC APPLICATIONS,SKILLS
COMPLETE KNOWLEDGE OF SERVER,SKILLS
CLIENT BASED ENVIRONMENT,SKILLS
BASIC KNOWLEDGE OF MICROSOFT WINDOWS FIREWALL,SKILLS
Associate Software Engineer,SKILLS
Hyperion Essbase and Planning,SKILLS
Hadoop,SKILLS
HTML/CSS,SKILLS
Gephi,SKILLS
Experience working with automated build platforms/continuous integration using DevOps architecture.,SKILLS
Knowledge on Docker.,SKILLS
Disney - September 2014 to Present,SKILLS
Implemented the setup for Master slave architecture to improve the performance of Jenkins.,SKILLS
"Created Ansible playbooks for automating the Infrastructure, deployment process.",SKILLS
"Managed clients, roles, tasks, playbooks in Ansible.",SKILLS
Deploy and monitor scalable infrastructure on AWS & configuration management.,SKILLS
Worked on making application more scalable and highly available in AWS.,SKILLS
"Environment: GIT, Maven, Jenkins, Tomcat, Docker, Jira, AWS, Ansible, LAMP Software Engineer",SKILLS
HCL Technologies - September 2014 to Present,SKILLS
Bachelor Of Science,SKILLS
Vaughn College of Aeronautics and Technology,SKILLS
AWS (3 years),SKILLS
"Tomcat, Ansible",SKILLS
"docker, jenkins",SKILLS
Cloud Technologies: AWS,SKILLS
"Operating Systems: Linux, Windows.",SKILLS
Version Control Systems: GIT,SKILLS
Automated Build Tools: Maven,SKILLS
Continuous Integration: Jenkins,SKILLS
Scripting Languages: Shell Scripting,SKILLS
Configuration Management: Ansible.,SKILLS
Container service: Docker,SKILLS
•An effective communicator with strong analytical/logical skills to relate to people at any level,SKILLS
HCM Global,SKILLS
Core HR,SKILLS
Global Payroll,SKILLS
Global Absences,SKILLS
SCM,SKILLS
HCM ,SKILLS
SaaS,SKILLS
budgeting ,SKILLS
cost optimization,SKILLS
risk assessments,SKILLS
technical feasibility studies,SKILLS
project scope definition,SKILLS
estimations ,SKILLS
cost control,SKILLS
Recruit,SKILLS
Develop ,SKILLS
Machine Learning Algorithms supervised,SKILLS
chat bot,SKILLS
SaaS model,SKILLS
HCM cloud,SKILLS
HCM modules,SKILLS
Data Warehousing design,SKILLS
build dashboards,SKILLS
Oracle BI,SKILLS
OTBI,SKILLS
mappings,SKILLS
knowledge modules,SKILLS
Oracle Data Integrator (ODI),SKILLS
Relational data modeling,SKILLS
Object Oriented Modeling,SKILLS
UML,SKILLS
JDK,SKILLS
Oracle JDeveloper,SKILLS
Oracle CRM,SKILLS
Oracle ebusiness SCM,SKILLS
Batch program,SKILLS
STRUCTURED SOFTWARE,SKILLS
 logging,SKILLS
Nagious,SKILLS
Proficient in overall Manual testing concepts,SKILLS
"Proficient in Functional E2E Testing, Black Box Testing, Regression Testing",SKILLS
analyzing the requirements and preparing assessments for the new requirements,SKILLS
Analysis of the Feature Documents and developing a strategy for testing the feature,SKILLS
defect logging and tracking activities till the closure of a defect using tools QC and AIT,SKILLS
Support of EWM,SKILLS
WM/SD/MM Support,SKILLS
Mapping the Business,SKILLS
SAP EWM module,SKILLS
WM Functional Consultant ,SKILLS
Visual PLM Consultant,SKILLS
Lead Technical SAP EWM,SKILLS
Implementation of Kair IT EWM,SKILLS
PLM,SKILLS
WM Support,SKILLS
configuration of ERP-EWM integration,SKILLS
ALE setting,SKILLS
ERP settings and EWM settings,SKILLS
"Developed and configured Merchandise Plan,",SKILLS
Timeline Management,SKILLS
SAP R/3 system,SKILLS
BOM,SKILLS
Supporting WM module,SKILLS
ABAP Support,SKILLS
ECCI,SKILLS
WM Implementation,SKILLS
extensively in Unit Testing,SKILLS
Business,SKILLS
IT Consulting Configuration,SKILLS
SCS-MON,SKILLS
SCSM,SKILLS
Orchestrator,SKILLS
SCDPM,SKILLS
SCVMM,SKILLS
System Center Orchestrator,SKILLS
SCSM-Orchestrator,SKILLS
Runbooks,SKILLS
Runbook Server,SKILLS
System Center Service Manager,SKILLS
Microsoft Windows Server 2012,SKILLS
Vista/XP,SKILLS
Microsoft System Center Operations Manager,SKILLS
Microsoft System Center Service Manager ,SKILLS
 VirtualBox,SKILLS
Forefront Identity Manager,SKILLS
Forefront Threat,SKILLS
 Networking,SKILLS
Microsoft Active Directory,SKILLS
 IIS,SKILLS
PLC Automation,SKILLS
AC,SKILLS
PLC,SKILLS
SCADA ,SKILLS
VFD,SKILLS
E&EE,SKILLS
JAVA Developer/Senior Systems Engineer,SKILLS
Quoting (SRQ),SKILLS
AQC,SKILLS
JAVA Intern,SKILLS
Technologies/Frmwks,SKILLS
IDE/Tools,SKILLS
Sap Abap ,SKILLS
☑ Good work ethics with excellent communication and interpersonal skills.,SKILLS
Diffusion skills from Infosys,SKILLS
☑ Hardworking Team Player with good communication & interpersonal skills.,SKILLS
Incident Management IBM i series 400,SKILLS
Domain insurance,SKILLS
 XML,SKILLS
 J Boss,SKILLS
 Session Facade,SKILLS
"JAX-RS, XML",SKILLS
WS,SKILLS
IDE's/TOOLS Eclipse,SKILLS
Java/J2EETechnologies Java,SKILLS
"HTTP,",SKILLS
CA7 ,SKILLS
DB2 ,SKILLS
QMF ,SKILLS
Cics ,SKILLS
Adopt ,SKILLS
Associate network engineer,SKILLS
GRE Tunnel,SKILLS
Configuration on cisco,SKILLS
juniper,SKILLS
Huawei,SKILLS
Ether channel,SKILLS
MSTP,SKILLS
QNQ,SKILLS
SVI ,SKILLS
WAN ,SKILLS
HDLC ,SKILLS
PPP,SKILLS
HSRP ,SKILLS
PVST+,SKILLS
PAgP,SKILLS
FHRP,SKILLS
filtering,SKILLS
VPN,SKILLS
ZBF,SKILLS
HTTPS,SKILLS
• Proven communication skills and the ability to troubleshoot and solve,SKILLS
CRM Functional Consultant,SKILLS
SAP CRM Functional Consultant,SKILLS
Problem Analysing,SKILLS
Handling Tickets of SAP CRM,SKILLS
Quality Engineer,SKILLS
Nav. Bar profile,SKILLS
Role Config key,SKILLS
Business Roles and UI Config tool,SKILLS
Creating A Business Role,SKILLS
Functional Consultant,SKILLS
SAP CRM Mobile Sales,SKILLS
SAP CRM Mobile Service,SKILLS
Quotation,SKILLS
Sales orders,SKILLS
Territory management,SKILLS
Account and contact management,SKILLS
Activity management,SKILLS
visit Planning,SKILLS
opportunity planning,SKILLS
opportunity management,SKILLS
quotation and order management,SKILLS
Pricing,SKILLS
Organizational Management and Billing,SKILLS
Customizations of Surveys,SKILLS
 Dialog Programming,SKILLS
ALE/ IDOCS,SKILLS
Possess hands on skill set on SD & MM modules,SKILLS
QA Tester,SKILLS
CREO,SKILLS
"Digital (Web, Mobile)",SKILLS
Print media,SKILLS
"Adobe Photoshop, Illustrator, InDesign, and Dreamweaver",SKILLS
" cases, user stories, & personas",SKILLS
HTML5 & CSS3,SKILLS
RWD ,SKILLS
 Marketing and Health Care ,SKILLS
Eloqua,SKILLS
Amazon Tools,SKILLS
Many Blogging Platforms,SKILLS
configuration files,SKILLS
bean creation,SKILLS
Velocity,SKILLS
GIT Version Control System,SKILLS
"Oracle Fusion Middleware - SOA, WebLogic and MFT Module",SKILLS
Oracle Fusion Middleware,SKILLS
"Support, Testing, Cloning, Monitoring and Maintenance support",SKILLS
Enhancement for the E-Commerce Project with multi system module,SKILLS
End-to-End Business Process,SKILLS
"Xml, Oracle MFT, Core Java, Oracle SOA, WSDL, ODI",SKILLS
CloudBees Jenkins,SKILLS
Platforms Windows,SKILLS
Bees Jenkins,SKILLS
Architecture,SKILLS
Layer 2 Technologies,SKILLS
TCP/IP Module,SKILLS
TCP/UDP,SKILLS
MP-BGP IPv4/IPv6,SKILLS
L2/L3 VPN,SKILLS
"Configuring and Troubleshooting L2 and L3 Ether channels on Cisco 3550, 3560, 2950 switches",SKILLS
Lease Line,SKILLS
"Configuring HSRP, VRRP, GLBP on Cisco Routers and Switches",SKILLS
VTP & Frame Tagging protocols ISL,SKILLS
"Configuring Cisco Routers (ASR901, ASR903, ASR900) using ISIS, OSPF, EIGRP and BGP",SKILLS
working on Small to High E1nd Routers and Switches,SKILLS
Networking devices administration and maintenance in multi- platform environments,SKILLS
Microsoft Operating Systems (Network & Desktop),SKILLS
establishing & managing networks,SKILLS
Hardware clients & switches,SKILLS
"Expertise in managing medium to large networks with Routers, Switches",SKILLS
managing a team,SKILLS
BTEC HNC in Aviation,SKILLS
State Board +2,SKILLS
SSLC,SKILLS
State,SKILLS
Computer Hardware,SKILLS
order management,SKILLS
French,SKILLS
"ERP,",SKILLS
RETAIL (2 years),SKILLS
RETAIL MARKETING (2 years),SKILLS
TERADATA (2 years),SKILLS
ACCEPTANCE TESTING (Less than 1 year),SKILLS
APS (Less than 1 year),SKILLS
"Oracle (SQL, PL/SQL)",SKILLS
"Muti Load,",SKILLS
BO Reporting,SKILLS
"iCheck, Global deployment tool",SKILLS
SAP Crysral report,SKILLS
BO Universe,SKILLS
Autosys,SKILLS
ETL Framework,SKILLS
Objects,SKILLS
SAP Crystal Report,SKILLS
Good analytical skills,SKILLS
handle complex situation under process,SKILLS
meet deadlines,SKILLS
DOEACC O LEVEL,SKILLS
M.S. OFFICE,SKILLS
Associate Consultant,SKILLS
Flexcube ,SKILLS
KeyBank,SKILLS
Fund transfer module of OBP,SKILLS
BI analytics,SKILLS
.NET (Less than 1 year),SKILLS
ALGORITHMS (Less than 1 year),SKILLS
ALSA (Less than 1 year),SKILLS
ANDROID (Less than 1 year),SKILLS
APACHE HADOOP HDFS (Less than 1 year),SKILLS
BI Analytics of OBIEE,SKILLS
C++ STL,SKILLS
GDB Debugger,SKILLS
Scala,SKILLS
multimedia concepts,SKILLS
WEBRTC ,SKILLS
MFC,SKILLS
Samsung Bada,SKILLS
SLP,SKILLS
Syam Prasad Devendla,SKILLS
Excellent interpersonal,SKILLS
Skilled at learning new concepts quickly,SKILLS
"C++(Data Structures, Design Patterns, STL)",SKILLS
 Oracle &SQL Server,SKILLS
 Windows 98/XP &UNIX,SKILLS
Cisco devices,SKILLS
Retina tools,SKILLS
Senior Corporate Account Executive,SKILLS
Account Manager,SKILLS
B Tech Honors,SKILLS
"Analytics, Research",SKILLS
Oracle Financial Analytics,SKILLS
Programming ,SKILLS
"• Excellent team player with good communication, analytical, problem solving skills.",SKILLS
"JAVA (6 years), ORACLE (6 years), SAP (6 years), ABAP (Less than 1 year), ACCESS (Less than 1 year)",SKILLS
"• Received ""Deep Skill Adder Award"" every quarter for taking Personal interest",SKILLS
